X,Y,OBJECTID,VENUEID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE
-9073413.736,5013502.781,233,270,FIRESTONE COUNTRY CLUB,452 E WARNER RD,AKRON,OH,44319,NOT AVAILABLE,(330) 644-8441,SINGLE USE,OPEN,-999,SUMMIT,39153,USA,41.00787152,-81.50786238,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.clubcorp.com/Clubs/Firestone-Country-Club
-8940540.536,4549376.486,234,271,GREENBRIAR GOLF CLUB,300 WEST MAIN STREET,WHITE SULPHUR SPRINGS,WV,24986,NOT AVAILABLE,(304) 536-1110,SINGLE USE,OPEN,-999,GREENBRIER,54025,USA,37.78697789,-80.31424212,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.greenbrier.com/golf/the-golf-club.aspx
-8999347.212,4179712.681,235,272,QUAIL HOLLOW COUNTRY CLUB,3700 GLEN EAGLES ROAD,CHARLOTTE,NC,28210,NOT AVAILABLE,(704) 552-1800,SINGLE USE,OPEN,-999,MECKLENBURG,37119,USA,35.11641447,-80.84251148,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.clubcorp.com/Clubs/Quail-Hollow-Country-Club
-8892967.799,4302569.635,236,273,SEDGEFIELD COUNTRY CLUB,3201 FORSYTH DRIVE,GREENSBORO,NC,27407,NOT AVAILABLE,(336) 299-5324,SINGLE USE,OPEN,-999,GUILFORD,37081,USA,36.01415778,-79.88688895,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.sedgefieldcc.org/
-8846310.639,4189667.887,237,274,PINEHURST RESORT,1 CAROLINA VISTA DRIVE,PINEHURST,NC,28374,NOT AVAILABLE,(855) 235-8507,SINGLE USE,OPEN,-999,MOORE,37125,USA,35.18953331,-79.46776055,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.pinehurst.com/
-9060832.252,3529142.322,238,275,TOURNAMENT PLAYERS CLUB SAWGRASS,110 CHAMPIONSHIP WAY,PONTE VEDRA BEACH,FL,32082,NOT AVAILABLE,(904) 273-3235,SINGLE USE,OPEN,-999,ST. JOHNS,12109,USA,30.19890024,-81.39484099,713910,GOLF COURSES AND COUNTRY CLUBS,https://tpc.com/sawgrass/
-9384535.134,3994409.582,239,276,EAST LAKE GOLF CLUB,2575 ALSTON DRIVE SOUTHEAST,ATLANTA,GA,30317,NOT AVAILABLE,(404) 373-5722,SINGLE USE,OPEN,-999,DEKALB,13089,USA,33.74348101,-84.30271345,713910,GOLF COURSES AND COUNTRY CLUBS,https://www.eastlakegolfclub.com/
-9130386.656,3962249.999,240,277,AUGUSTA NATIONAL GOLF COURSE,807 EISENHOWER DRIVE,AUGUSTA,GA,30904,NOT AVAILABLE,(706) 737-4067,SINGLE USE,OPEN,-999,RICHMOND,13245,USA,33.50291977,-82.01965883,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.masters.com/en_US/index.html
-9062025.752,3650717.256,241,278,SEA ISLAND GOLF CLUB,100 RETREAT ROAD,ST SIMONS ISLAND,GA,31522,NOT AVAILABLE,(800) 732-4752,SINGLE USE,OPEN,-999,GLYNN,13127,USA,31.13825518,-81.40556238,713910,GOLF COURSES AND COUNTRY CLUBS,https://www.seaisland.com/golf/
-8995755.481,3781095.443,242,279,SEA PINES HARBOUR TOWN GOLF LINKS,11 LIGHTHOUSE LANE,HILTON HEAD ISLAND,SC,29928,NOT AVAILABLE,(843) 363-8385,SINGLE USE,OPEN,-999,BEAUFORT,45013,USA,32.13538714,-80.81024641,713910,GOLF COURSES AND COUNTRY CLUBS,https://www.seapines.com/golf/harbour-town-golf-links.aspx
-10039822.81,3491009.995,243,280,TOURNAMENT PLAYERS CLUB OF LOUISIANA,11001 LAPALCO BOULEVARD,AVONDALE,LA,70094,NOT AVAILABLE,(504) 436-8721,SINGLE USE,OPEN,-999,JEFFERSON,22051,USA,29.90239659,-90.18926283,713910,GOLF COURSES AND COUNTRY CLUBS,https://tpc.com/louisiana/
-9073767.145,3306905.878,244,281,BAY HILL CLUB & LODGE,9000 BAY HILL BOULEVARD,ORLANDO,FL,32819,NOT AVAILABLE,(888) 422-9445,SINGLE USE,OPEN,-999,ORANGE,12095,USA,28.45851403,-81.51103711,713910,GOLF COURSES AND COUNTRY CLUBS,https://www.bayhill.com/index.php
-9212407.207,3263164.714,245,282,INNISBROOK NORTH & SOUTH COURSES,36750 US HIGHWAY 19 N,PALM HARBOR,FL,34683,NOT AVAILABLE,(888) 794-8627,SINGLE USE,OPEN,-999,PINELLAS,12103,USA,28.11249865,-82.75646197,713910,GOLF COURSES AND COUNTRY CLUBS,https://www.innisbrookgolfresort.com/
-8921259.636,3102125.034,246,283,PGA NATIONAL GOLF CLUB,400 AVE OF THE CHAMPIONS,PALM BEACH GARDENS,FL,33418,NOT AVAILABLE,(561) 627-1800,SINGLE USE,OPEN,-999,PALM BEACH,12099,USA,26.82901026,-80.14103885,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.pgaresort.com/
-8943385.439,2976091.624,247,284,TRUMP NATIONAL DORAL GOLF CLUB,4400 NORTHWEST 87TH AVENUE,DORAL,FL,33178,NOT AVAILABLE,(305) 592-2000,SINGLE USE,OPEN,-999,MIAMI-DADE,12086,USA,25.81423774,-80.33979832,713910,GOLF COURSES AND COUNTRY CLUBS,https://www.trumpgolfdoral.com/
-9688277.67,2354912.49,248,285,MAYA KOBA,PLAYA DEL CARMEN KM 298,PLAYA DEL CARMEN,QR,77760,NOT AVAILABLE,(984) 206-3088,SINGLE USE,OPEN,-999,SOLIDARIDAD,23008,MEX,20.68966332,-87.03127908,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.mayakobagolf.com/
-8226795.592,5699454.624,249,286,ROYAL MONTRÉAL GOLF CLUB,25 SOUTH RIDGE ROAD,MONTREAL,QC,H9E 1B3,NOT AVAILABLE,(514) 626-3977,SINGLE USE,OPEN,-999,MONTREAL,2466025,CAN,45.49289656,-73.9025622,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.rmgc.org/
-8591249.033,4721149.741,250,287,CONGRESSIONAL COUNTRY CLUB,8500 RIVER ROAD,BETHESDA,MD,20817,NOT AVAILABLE,(301) 469-2000,SINGLE USE,OPEN,-999,MONTGOMERY,24031,USA,38.99635688,-77.17650316,713910,GOLF COURSES AND COUNTRY CLUBS,https://www.ccclub.org/
-8246323.522,5004586.825,251,288,RIDGEWOOD COUNTRY CLUB,96 W MIDLAND AVE,PARAMUS,NJ,7652,NOT AVAILABLE,(201) 599-3900,SINGLE USE,OPEN,-999,BERGEN,34003,USA,40.94740378,-74.07798458,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.rcc1890.com/
-7928548.99,5158328.221,252,289,TOURNAMENT PLAYERS CLUB OF BOSTON,400 ARNOLD PALMER BOULEVARD,NORTON,MA,2766,NOT AVAILABLE,(508) 285-3200,SINGLE USE,OPEN,-999,BRISTOL,25005,USA,41.98229855,-71.22336739,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.tpc.com/boston
-8086205.93,5105998.694,253,290,TOURNAMENT PLAYERS CLUB AT RIVER HIGHLANDS,1 GOLF CLUB ROAD,CROMWELL,CT,6416,NOT AVAILABLE,(860) 635-5000,SINGLE USE,OPEN,-999,MIDDLESEX,9007,USA,41.63190235,-72.63962377,713910,GOLF COURSES AND COUNTRY CLUBS,https://tpc.com/riverhighlands/
-9024825.853,3399226.278,254,291,DAYTONA INTERNATIONAL SPEEDWAY,1801 WEST INTERNATIONAL SPEEDWAY,DAYTONA BEACH,FL,32114,NOT AVAILABLE,(800) 748-7467,SINGLE USE,OPEN,101500,VOLUSIA,12127,USA,29.1851,-81.07139,711212,RACETRACKS,http://www.daytonainternationalspeedway.com/
-13080120.63,4040692.862,255,378,AUTO CLUB SPEEDWAY,9300 CHERRY AVENUE,FONTANA,CA,92335,NOT AVAILABLE,(909) 429-5000,MULTIUSE,OPEN,68000,SAN BERNARDINO,6071,USA,34.08850929,-117.5007228,711212,RACETRACKS,http://www.autoclubspeedway.com/
-12802888.3,4338180.028,256,390,LAS VEGAS MOTOR SPEEDWAY,7000 LAS VEGAS BOULEVARD NORTH,LAS VEGAS,NV,89115,NOT AVAILABLE,(702) 644-4444,SINGLE USE,OPEN,123000,CLARK,32003,USA,36.27248554,-115.0103024,711212,RACETRACKS,http://www.lvms.com/
-9386220.557,3946349.541,257,294,ATLANTA MOTOR SPEEDWAY,1500 TARA PLACE,HAMPTON,GA,30228,NOT AVAILABLE,(770) 946-4211,SINGLE USE,OPEN,75000,HENRY,19087,USA,33.38373278,-84.31785386,711212,RACETRACKS,http://www.atlantamotorspeedway.com/
-9156815.976,4371805.306,258,295,BRISTOL MOTOR SPEEDWAY,151 SPEEDWAY BOULEVARD,BRISTOL,TN,37620,NOT AVAILABLE,(423) 989-6933,SINGLE USE,OPEN,160000,SULLIVAN,29211,USA,36.51563077,-82.25707745,711212,RACETRACKS,http://www.bristolmotorspeedway.com/
-8889056.376,4388235.568,259,296,MARTINSVILLE SPEEDWAY,340 SPEEDWAY ROAD,RIDGEWAY,VA,24148,NOT AVAILABLE,(276) 956-7200,SINGLE USE,OPEN,55000,HENRY,19087,USA,36.63416157,-79.85175204,711212,RACETRACKS,http://www.martinsvillespeedway.com/?homepage=true
-10829408.31,3900156.37,260,406,TEXAS MOTOR SPEEDWAY,3545 LONE STAR CIRCLE,FORT WORTH,TX,76177,NOT AVAILABLE,(817) 215-8500,MULTIUSE,OPEN,128655,DENTON,48121,USA,33.03655,-97.28223,711212,RACETRACKS,http://www.texasmotorspeedway.com/
-12502472.06,3945199.026,261,398,ISM RACEWAY,7602 SOUTH AVONDALE BLVD,PHOENIX,AZ,85323,9514,(623) 772-2000,MULTIUSE,OPEN,45000,MARICOPA,4013,USA,33.37510237,-112.3116174,711212,RACETRACKS,http://www.ismraceway.com/
-9580873.388,3971109.776,262,299,TALLADEGA SUPERSPEEDWAY,3366 SPEEDWAY BOULEVARD,TALLADEGA,AL,35160,NOT AVAILABLE,(877) 462-3342,SINGLE USE,OPEN,80000,TALLADEGA,1121,USA,33.56926,-86.06645,711212,RACETRACKS,http://www.talladegasuperspeedway.com/
-8618364.996,4521911.824,263,402,RICHMOND INTERNATIONAL RACEWAY,600 EAST LABURNUM AVENUE,RICHMOND,VA,23222,NOT AVAILABLE,(866) 455-7223,SINGLE USE,OPEN,60720,HENRICO,51087,USA,37.59174,-77.42009,711212,RACETRACKS,http://www.richmondraceway.com/
-8895098.571,4068529.597,264,301,DARLINGTON RACEWAY,1301 HARRY BYRD HIGHWAY,DARLINGTON,SC,29532,NOT AVAILABLE,(843) 395-8900,SINGLE USE,OPEN,58000,DARLINGTON,45031,USA,34.29535,-79.90603,711212,RACETRACKS,http://www.darlingtonraceway.com/?homepage=true
-8981502.533,4211739.499,265,302,CHARLOTTE MOTOR SPEEDWAY,5555 CONCORD PARKWAY SOUTH,CONCORD,NC,28027,NOT AVAILABLE,(704) 455-3200,SINGLE USE,OPEN,89000,CABARRUS,37025,USA,35.35141,-80.68221,711212,RACETRACKS,http://www.charlottemotorspeedway.com/
-8408017.96,4748909.186,266,303,DOVER INTERNATIONAL SPEEDWAY,1131 NORTH DUPONT HIGHWAY,DOVER,DE,19901,NOT AVAILABLE,(302) 883-6500,SINGLE USE,OPEN,95500,KENT,48263,USA,39.18989616,-75.53051043,711212,RACETRACKS,http://www.doverspeedway.com/
-8406089.859,5020557.923,267,304,POCONO RACEWAY,500 LONG POND ROAD,LONG POND,PA,18334,NOT AVAILABLE,(570) 646-2300,MULTIUSE,OPEN,76812,MONROE,55081,USA,41.05568,-75.51319,711212,RACETRACKS,http://www.poconoraceway.com/
-9377647.188,5170671.496,268,393,MICHIGAN INTERNATIONAL SPEEDWAY,12626 U.S. HIGHWAY 12,BROOKLYN,MI,49230,NOT AVAILABLE,(517) 592-6666,SINGLE USE,OPEN,71000,LENAWEE,26091,USA,42.06466915,-84.24083798,711212,RACETRACKS,http://www.mispeedway.com/
-13631757.4,4602425.307,269,386,SONOMA RACEWAY,29355 ARNOLD DRIVE,SONOMA,CA,94954,NOT AVAILABLE,(707) 938-8448,MULTIUSE,OPEN,47000,SONOMA,6097,USA,38.1626285,-122.4561602,711212,RACETRACKS,http://www.sonomaraceway.com/
-9802711.386,5082551.532,270,369,CHICAGOLAND SPEEDWAY,500 SPEEDWAY BOULEVARD,JOLIET,IL,60433,NOT AVAILABLE,(815) 722-5500,SINGLE USE,OPEN,75000,WILL,17197,USA,41.47427975,-88.05925464,711212,RACETRACKS,http://www.chicagolandspeedway.com/?homepage=true
-7954964.267,5367357.538,271,395,NEW HAMPSHIRE MOTOR SPEEDWAY,1122 ROUTE 106 NORTH,LOUDON,NH,3307,NOT AVAILABLE,(603) 783-4931,SINGLE USE,OPEN,93521,MERRIMACK,33013,USA,43.36279857,-71.46065986,711212,RACETRACKS,http://www.nhms.com/
-9599619.591,4836182.316,272,385,INDIANAPOLIS MOTOR SPEEDWAY,4790 WEST 16TH STREET,INDIANAPOLIS,IN,46222,2550,(317) 492-8500,MULTIUSE,OPEN,257325,MARION,41047,USA,39.7949,-86.23485,711212,RACETRACKS,https://www.indianapolismotorspeedway.com/
-8563362.036,5211469.856,273,408,WATKINS GLEN INTERNATIONAL,2790 COUNTY ROUTE 16,WATKINS GLEN,NY,14891,NOT AVAILABLE,(607) 535-2486,SINGLE USE,OPEN,41000,SCHUYLER,29197,USA,42.33617,-76.92599,711212,RACETRACKS,http://www.theglen.com/?homepage=true
-10556533.07,4738271.094,274,377,KANSAS SPEEDWAY,400 SPEEDWAY BOULEVARD,KANSAS CITY,KS,66111,NOT AVAILABLE,(866) 460-7223,SINGLE USE,OPEN,72000,WYANDOTTE,20209,USA,39.11579,-94.83095,711212,RACETRACKS,http://www.kansasspeedway.com/
-8951039.955,2931385.311,275,384,HOMESTEAD-MIAMI SPEEDWAY,1 SPEEDWAY BOULEVARD,HOMESTEAD,FL,33035,1500,(305) 230-5000,SINGLE USE,OPEN,55000,MIAMI-DADE,12086,USA,25.45216,-80.40856,711212,RACETRACKS,http://www.homesteadmiamispeedway.com/
-9452761.275,4680314.061,276,388,KENTUCKY SPEEDWAY,1 SPEEDWAY DRIVE,SPARTA,KY,41086,NOT AVAILABLE,(859) 578-2300,SINGLE USE,OPEN,87000,GALLATIN,30031,USA,38.7106854,-84.9155993,711212,RACETRACKS,http://www.kentuckyspeedway.com/
-10354192.48,5112379.731,277,387,IOWA SPEEDWAY,3333 RUSTY WALLACE DRIVE,NEWTON,IA,50208,NOT AVAILABLE,(641) 791-8000,MULTIUSE,OPEN,30000,JASPER,19099,USA,41.67473208,-93.0132936,711212,RACETRACKS,http://www.iowaspeedway.com/
-9796154.239,5434115.375,278,318,ROAD AMERICA,N7390 HIGHWAY 67,PLYMOUTH,WI,53073,NOT AVAILABLE,(920) 892-4576,MULTIUSE,OPEN,40000,SHEBOYGAN,55117,USA,43.79722276,-88.00035079,711212,RACETRACKS,http://www.roadamerica.com/
-8024993.964,5085061.923,279,329,MOHEGAN SUN ARENA,1 MOHEGAN SUN BOULEVARD,UNCASVILLE,CT,6382,1355,(860) 862-8000,SINGLE USE,OPEN,10000,NEW LONDON,9011,USA,41.49117413,-72.08974733,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://mohegansun.com/poi/venues/mohegan-sun-arena.html
-10813983.92,6427692.611,280,333,BELL MTS PLACE,300 PORTAGE AVENUE,WINNIPEG,MB,R3C 5S4,NOT AVAILABLE,(204) 987-7825,SINGLE USE,OPEN,15004,WINNIPEG,4611040,CAN,49.89257584,-97.14367041,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.bellmtsplace.ca/
-13121949.69,4003031.441,281,341,HONDA CENTER,2695 EAST KATELLA AVENUE,ANAHEIM,CA,92806,5904,(714) 704-2400,SINGLE USE,OPEN,17174,ORANGE,48361,USA,33.80786027,-117.8764797,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://hondacenter.com/default.aspx
-13569988.41,4485581.494,282,342,SAP CENTER AT SAN JOSE,525 WEST SANTA CLARA STREET,SAN JOSE,CA,95113,1520,(408) 287-7070,SINGLE USE,OPEN,17562,SANTA CLARA,6085,USA,37.33268999,-121.90128,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.sapcenter.com/
-8780493.405,5292975.247,284,344,KEYBANK CENTER,1 SEYMOUR H. KNOX III PLAZA,BUFFALO,NY,14203,3007,(716) 855-4100,SINGLE USE,OPEN,19070,ERIE,39043,USA,42.87506822,-78.87651428,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.keybankcenter.com/
-9240183.552,4861480.291,285,347,NATIONWIDE ARENA,200 WEST NATIONWIDE BOULEVARD,COLUMBUS,OH,43215,2563,(614) 246-2000,SINGLE USE,OPEN,18500,FRANKLIN,53021,USA,39.96928795,-83.00598113,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.nationwidearena.com/
-8941796.003,3018723.834,286,348,BB&T CENTER,1 PANTHER PARKWAY,SUNRISE,FL,33323,5315,(954) 835-7000,SINGLE USE,OPEN,19250,BROWARD,12011,USA,26.15848957,-80.32552017,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.thebbtcenter.com/
-9178491.76,3241753.467,287,349,AMALIE ARENA,401 CHANNELSIDE DRIVE,TAMPA,FL,33602,5400,(813) 301-6500,SINGLE USE,OPEN,19204,HILLSBOROUGH,12057,USA,27.9427157,-82.45179433,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.amaliearena.com/
-10363954.13,5612840.283,288,350,XCEL ENERGY CENTER,199 KELLOGG BOULEVARD WEST,SAINT PAUL,MN,55102,1200,(651) 265-4800,SINGLE USE,OPEN,18064,RAMSEY,38071,USA,44.94483004,-93.100984,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.xcelenergycenter.com/
-10041313.08,4668362.215,289,351,ENTERPRISE CENTER,1401 CLARK AVENUE,SAINT LOUIS,MO,63103,2700,(314) 622-5400,SINGLE USE,OPEN,18724,SAINT LOUIS,29510,USA,38.62685773,-90.20265017,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.enterprisecenter.com/
-9660133.1,4322546.385,290,353,BRIDGESTONE ARENA,501 BROADWAY,NASHVILLE,TN,37203,3980,(615) 770-2000,SINGLE USE,OPEN,17113,DAVIDSON,47037,USA,36.15917947,-86.7784521,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.bridgestonearena.com/
-12496874.09,3966127.149,291,354,GILA RIVER ARENA,9400 WEST MARYLAND AVENUE,GLENDALE,AZ,85305,3114,(623) 772-3200,SINGLE USE,OPEN,17125,MARICOPA,4013,USA,33.53195736,-112.26133,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://gilariverarena.com/
-13704400.45,6322144.721,292,355,ROGERS ARENA,800 GRIFFITHS WAY,VANCOUVER,BC,V6B 6G1,NOT AVAILABLE,(604) 899-7400,SINGLE USE,OPEN,18860,VANCOUVER,5915022,CAN,49.27788409,-123.1087239,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://rogersarena.com/
-12634510.51,7084820.272,293,356,ROGERS PLACE,10220 104 AVENUE,EDMONTON,AB,T5J 4Y8,NOT AVAILABLE,(790) 920-0555,SINGLE USE,OPEN,18500,EDMONTON,4811061,CAN,53.546969,-113.497739,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.rogersplace.com/
-12696196.75,6627919.446,294,357,SCOTIABANK SADDLEDOME,555 SADDLEDOME RISE SOUTHEAST,CALGARY,AB,T2G 2W1,NOT AVAILABLE,(403) 777-4646,SINGLE USE,OPEN,19289,CALGARY,4806016,CAN,51.03744196,-114.0518759,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.scotiabanksaddledome.com/
-8452149.256,5668390.402,295,359,CANADIAN TIRE CENTRE,1000 PALLADIUM DRIVE,OTTAWA,ON,K2V 1A5,NOT AVAILABLE,(613) 599-0100,SINGLE USE,OPEN,17373,OTTAWA-CARLETON,3506008,CAN,45.29694015,-75.92694861,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.canadiantirecentre.com/
-8189702.17,5699952.942,296,360,BELL CENTRE,1909 AVENUE CANADIENS-MONTREAL,MONTREAL,QC,H4B 5G0,NOT AVAILABLE,(514) 932-2582,SINGLE USE,OPEN,21287,MONTREAL,2466025,CAN,45.49603446,-73.56934632,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.centrebell.ca/en/
-8926478.294,2972022.908,297,799,AMERICAN AIRLINES ARENA,601 BISCAYNE BOULEVARD,MIAMI,FL,33132,NOT AVAILABLE,(786) 777-1000,SINGLE USE,OPEN,19600,DADE,29057,USA,25.78133057,-80.18791885,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.americanairlinescenter.com/
-13525279.95,4661734.49,298,800,GOLDEN 1 CENTER,547 L ST,SACRAMENTO,CA,95814,NOT AVAILABLE,(888) 915-4647,SINGLE USE,OPEN,17608,SACRAMENTO,6067,USA,38.58033,-121.499657,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://golden1center.com/
-12456765.13,4978211.917,299,801,VIVINT SMART HOME ARENA,301 WEST SOUTH TEMPLE,SALT LAKE CITY,UT,84101,NOT AVAILABLE,(916) 928-6900,SINGLE USE,OPEN,19911,SALT LAKE,49035,USA,40.76820553,-111.9010251,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.vivintarena.com/
-9093486.604,5085858.502,300,803,QUICKEN LOANS ARENA,1 CENTER COURT,CLEVELAND,OH,44115,NOT AVAILABLE,(216) 420-2000,SINGLE USE,OPEN,20562,CUYAHOGA,39035,USA,41.496534,-81.68818002,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.theqarena.com/
-13603564.79,4544210.356,301,804,ORACLE ARENA,7000 COLISEUM WAY,OAKLAND,CA,94621,NOT AVAILABLE,(510) 569-2121,SINGLE USE,OPEN,19596,ALAMEDA,6001,USA,37.75029271,-122.2029017,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.coliseum.com/
-10027894.58,3497000.621,302,805,SMOOTHIE KING CENTER,1501 DAVE DIXON DRIVE,NEW ORLEANS,LA,70113,NOT AVAILABLE,(504) 587-3663,SINGLE USE,OPEN,17003,ORLEANS,22071,USA,29.94903634,-90.08210972,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.smoothiekingcenter.com/
-13655219.08,5705610.859,303,806,MODA CENTER,1 CENTER COURT,PORTLAND,OR,97227,NOT AVAILABLE,(503) 797-9619,SINGLE USE,OPEN,19441,MULTNOMAH,41051,USA,45.53165007,-122.6669201,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://rosequarter.com/venue/moda-center/
-10776887.77,3867545.14,304,363,AMERICAN AIRLINES CENTER,2500 VICTORY AVENUE,DALLAS,TX,75219,NOT AVAILABLE,(214) 222-3687,MULTIUSE,OPEN,19200,DALLAS,19049,USA,32.79062005,-96.81043,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.americanairlinescenter.com/
-7910611.002,5216011.233,305,405,TD GARDEN,100 LEGENDS WAY,BOSTON,MA,2114,NOT AVAILABLE,(617) 624-1050,MULTIUSE,OPEN,18624,SUFFOLK,25025,USA,42.36631934,-71.0622277,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.tdgarden.com/
-11689402.38,4829488.622,306,396,PEPSI CENTER,1000 CHOPPER CIRCLE,DENVER,CO,80204,NOT AVAILABLE,(303) 405-1100,MULTIUSE,OPEN,19155,DENVER,8031,USA,39.74868381,-105.0076882,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.pepsicenter.com/
-9394954.252,3996259.711,307,397,STATE FARM ARENA,1 PHILIPS DRIVE NW,ATLANTA,GA,30303,NOT AVAILABLE,(404) 878-3000,MULTIUSE,OPEN,18118,FULTON,17057,USA,33.75729997,-84.39630998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.statefarmarena.com/
-9759857.771,5143128.213,308,374,UNITED CENTER,1901 WEST MADISON STREET,CHICAGO,IL,60612,NOT AVAILABLE,(312) 455-4500,MULTIUSE,OPEN,20917,COOK,27031,USA,41.88071747,-87.67429407,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.unitedcenter.com/
-8256702.332,4973128.297,309,368,PRUDENTIAL CENTER,25 LAFAYETTE STREET,NEWARK,NJ,7102,NOT AVAILABLE,(973) 757-6000,MULTIUSE,OPEN,18500,ESSEX,25009,USA,40.73361033,-74.17121902,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.prucenter.com/
-8236915.225,4975612.493,310,391,MADISON SQUARE GARDEN,4 PENNSYLVANIA PLAZA,NEW YORK,NY,10001,NOT AVAILABLE,(212) 465-6741,MULTIUSE,OPEN,19812,NEW YORK,36061,USA,40.7505181,-73.9934684,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.msg.com/madison-square-garden?cmp=van_thegarden
-13165446.37,4034584.391,311,366,STAPLES CENTER,1111 SOUTH FIGUEROA STREET,LOS ANGELES,CA,90015,NOT AVAILABLE,(213) 742-7100,MULTIUSE,OPEN,19079,LOS ANGELES,6037,USA,34.0430525,-118.267217,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.staplescenter.com/
-10383451.08,5618304.37,312,376,TARGET CENTER,600 FIRST AVENUE NORTH,MINNEAPOLIS,MN,55403,NOT AVAILABLE,(612) 673-1300,MULTIUSE,OPEN,19356,HENNEPIN,27053,USA,44.97956108,-93.27612805,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.targetcenter.com/
