city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng
Hardyville,Hardyville,KY,Kentucky,21099,Hart,37.2535,-85.7896
Plymouth,Plymouth,IA,Iowa,19033,Cerro Gordo,43.2464,-93.1232
Taneyville,Taneyville,MO,Missouri,29213,Taney,36.7377,-93.0355
Parcelas Mandry,Parcelas Mandry,PR,Puerto Rico,72113,Ponce,18.081,-66.5628
Rockhill,Rockhill,PA,Pennsylvania,42061,Huntingdon,40.241,-77.8995
Rosebush,Rosebush,MI,Michigan,26073,Isabella,43.6998,-84.7657
Sharpsburg,Sharpsburg,GA,Georgia,13077,Coweta,33.337,-84.6504
Western Grove,Western Grove,AR,Arkansas,5101,Newton,36.1011,-92.9546
Charlotte,Charlotte,IA,Iowa,19045,Clinton,41.9621,-90.4682
Pound,Pound,WI,Wisconsin,55075,Marinette,45.0956,-88.0334
Umapine,Umapine,OR,Oregon,41059,Umatilla,45.976,-118.5009
Port Jefferson,Port Jefferson,OH,Ohio,39149,Shelby,40.3305,-84.0925
Easton,Easton,WA,Washington,53037,Kittitas,47.2405,-121.1733
La Valle,La Valle,WI,Wisconsin,55111,Sauk,43.583,-90.1303
Racine,Racine,WV,West Virginia,54005,Boone,38.1397,-81.654
King Salmon,King Salmon,AK,Alaska,2060,Bristol Bay,58.753,-156.5061
Lake Sherwood,Lake Sherwood,WI,Wisconsin,55001,Adams,44.2057,-89.7939
Nickelsville,Nickelsville,VA,Virginia,51169,Scott,36.7517,-82.416
Chataignier,Chataignier,LA,Louisiana,22039,Evangeline,30.5696,-92.3168
Cuyuna,Cuyuna,MN,Minnesota,27035,Crow Wing,46.5115,-93.9265
Clarkedale,Clarkedale,AR,Arkansas,5035,Crittenden,35.297,-90.2103
Rock Springs,Rock Springs,WI,Wisconsin,55111,Sauk,43.479,-89.9177
Odessa,Odessa,DE,Delaware,10003,New Castle,39.4562,-75.6605
Spokane,Spokane,LA,Louisiana,22029,Concordia,31.713,-91.4453
Cash,Cash,AR,Arkansas,5031,Craighead,35.8013,-90.9315
Glen White,Glen White,WV,West Virginia,54081,Raleigh,37.73,-81.2797
Yatesville,Yatesville,GA,Georgia,13293,Upson,32.9133,-84.1423
Cedar Rapids,Cedar Rapids,NE,Nebraska,31011,Boone,41.5589,-98.1493
Bland,Bland,VA,Virginia,51021,Bland,37.1,-81.1161
Fertile,Fertile,IA,Iowa,19195,Worth,43.2623,-93.4232
Central Bridge,Central Bridge,NY,New York,36095,Schoharie,42.7068,-74.3473
Florence,Florence,SD,South Dakota,46029,Codington,45.0548,-97.3262
Garrison,Garrison,IA,Iowa,19011,Benton,42.1451,-92.1442
Pedricktown,Pedricktown,NJ,New Jersey,34033,Salem,39.7612,-75.4077
Pleasanton,Pleasanton,NE,Nebraska,31019,Buffalo,40.9698,-99.0876
Newcomb,Newcomb,NM,New Mexico,35045,San Juan,36.2834,-108.7082
Jeffersonville,Jeffersonville,IL,Illinois,17191,Wayne,38.4425,-88.404
Fenton,Fenton,LA,Louisiana,22053,Jefferson Davis,30.3638,-92.9164
Mineral,Mineral,CA,California,6103,Tehama,40.3755,-121.5694
Spring Mills,Spring Mills,PA,Pennsylvania,42027,Centre,40.8534,-77.5654
Wardell,Wardell,MO,Missouri,29155,Pemiscot,36.354,-89.817
Fairmount,Fairmount,ND,North Dakota,38077,Richland,46.0547,-96.6029
Wanette,Wanette,OK,Oklahoma,40125,Pottawatomie,34.9627,-97.0319
Ila,Ila,GA,Georgia,13195,Madison,34.1728,-83.293
Centerville,Centerville,NC,North Carolina,37069,Franklin,36.1865,-78.1113
Belfry,Belfry,KY,Kentucky,21195,Pike,37.6194,-82.2684
Carmen,Carmen,OK,Oklahoma,40003,Alfalfa,36.5791,-98.4578
Chester,Chester,SD,South Dakota,46079,Lake,43.8996,-96.9277
Joseph,Joseph,UT,Utah,49041,Sevier,38.6247,-112.2199
Trapper Creek,Trapper Creek,AK,Alaska,2170,Matanuska-Susitna,62.3189,-150.3965
Grandview,Grandview,OK,Oklahoma,40021,Cherokee,35.9556,-95.0047
Irondale,Irondale,OH,Ohio,39081,Jefferson,40.5728,-80.7259
Mahtowa,Mahtowa,MN,Minnesota,27017,Carlton,46.5616,-92.6279
Pilger,Pilger,NE,Nebraska,31167,Stanton,42.0077,-97.0546
Hunters Hollow,Hunters Hollow,KY,Kentucky,21029,Bullitt,38.0784,-85.6934
Gamaliel,Gamaliel,KY,Kentucky,21171,Monroe,36.6402,-85.7963
Mariaville Lake,Mariaville Lake,NY,New York,36093,Schenectady,42.8252,-74.1286
Wilcox,Wilcox,PA,Pennsylvania,42047,Elk,41.5726,-78.6869
Amboy,Amboy,IN,Indiana,18103,Miami,40.6017,-85.9271
Glendon,Glendon,PA,Pennsylvania,42095,Northampton,40.6607,-75.2364
Gaines,Gaines,MI,Michigan,26049,Genesee,42.8725,-83.9108
Bunceton,Bunceton,MO,Missouri,29053,Cooper,38.7894,-92.7992
Tremont City,Tremont City,OH,Ohio,39023,Clark,40.0148,-83.8388
South Mansfield,South Mansfield,LA,Louisiana,22031,De Soto,32.0181,-93.7237
Henrietta,Henrietta,MO,Missouri,29177,Ray,39.2371,-93.9384
Silver Creek,Silver Creek,NE,Nebraska,31121,Merrick,41.3152,-97.6651
Nenana,Nenana,AK,Alaska,2290,Yukon-Koyukuk,64.5384,-149.0859
Iron Gate,Iron Gate,VA,Virginia,51005,Alleghany,37.7985,-79.7903
Cobbtown,Cobbtown,GA,Georgia,13267,Tattnall,32.2806,-82.1387
Gilman City,Gilman City,MO,Missouri,29081,Harrison,40.1311,-93.8739
Limestone,Limestone,NY,New York,36009,Cattaraugus,42.0228,-78.6325
Chewton,Chewton,PA,Pennsylvania,42073,Lawrence,40.8947,-80.3208
St. George Island,St. George Island,MD,Maryland,24037,St. Mary's,38.1155,-76.4771
Viola,Viola,AR,Arkansas,5049,Fulton,36.3968,-91.9863
Fairwater,Fairwater,WI,Wisconsin,55039,Fond du Lac,43.7424,-88.868
Walland,Walland,TN,Tennessee,47009,Blount,35.732,-83.8069
Woodland Mills,Woodland Mills,TN,Tennessee,47131,Obion,36.4767,-89.1105
Adams,Adams,OR,Oregon,41059,Umatilla,45.7663,-118.5641
Edmundson Acres,Edmundson Acres,CA,California,6029,Kern,35.2273,-118.8233
Cerulean,Cerulean,KY,Kentucky,21221,Trigg,36.9551,-87.709
Brazos Bend,Brazos Bend,TX,Texas,48221,Hood,32.4752,-97.7611
Ransom,Ransom,IL,Illinois,17099,LaSalle,41.1586,-88.6542
Rose,Rose,OK,Oklahoma,40097,Mayes,36.2123,-95.0382
Atkinson,Atkinson,NC,North Carolina,37141,Pender,34.5275,-78.1697
Tishomingo,Tishomingo,MS,Mississippi,28141,Tishomingo,34.6381,-88.2291
Esto,Esto,FL,Florida,12059,Holmes,30.9819,-85.6429
Vernon,Vernon,UT,Utah,49045,Tooele,40.0956,-112.4457
Rolla,Rolla,KS,Kansas,20129,Morton,37.1179,-101.6317
Scales Mound,Scales Mound,IL,Illinois,17085,Jo Daviess,42.475,-90.2525
Vina,Vina,AL,Alabama,1059,Franklin,34.3757,-88.0602
Lewisberry,Lewisberry,PA,Pennsylvania,42133,York,40.1357,-76.8609
Satilla,Satilla,GA,Georgia,13161,Jeff Davis,31.7921,-82.564
Ludlow,Ludlow,IL,Illinois,17019,Champaign,40.3866,-88.1259
Russellville,Russellville,IN,Indiana,18133,Putnam,39.8569,-86.9834
Bonfield,Bonfield,IL,Illinois,17091,Kankakee,41.145,-88.054
Sussex,Sussex,VA,Virginia,51183,Sussex,36.9173,-77.2719
Norway,Norway,IN,Indiana,18181,White,40.7797,-86.7719
Cashion Community,Cashion Community,TX,Texas,48485,Wichita,34.0365,-98.5081
Trinidad,Trinidad,CA,California,6023,Humboldt,41.0589,-124.1434
Crystal Lakes,Crystal Lakes,MO,Missouri,29177,Ray,39.3606,-94.1874
Green Camp,Green Camp,OH,Ohio,39101,Marion,40.5321,-83.2076
Secor,Secor,IL,Illinois,17203,Woodford,40.7417,-89.135
Enola,Enola,AR,Arkansas,5045,Faulkner,35.1958,-92.2068
Pinehurst,Pinehurst,GA,Georgia,13093,Dooly,32.1955,-83.7596
Sigel,Sigel,IL,Illinois,17173,Shelby,39.2257,-88.4945
Badger,Badger,MN,Minnesota,27135,Roseau,48.7768,-96.0212
Smoketown,Smoketown,PA,Pennsylvania,42071,Lancaster,40.0388,-76.204
Vanlue,Vanlue,OH,Ohio,39063,Hancock,40.9751,-83.4824
Olivet,Olivet,IL,Illinois,17183,Vermilion,39.9414,-87.6379
Butternut,Butternut,WI,Wisconsin,55003,Ashland,46.0138,-90.4988
Bethpage,Bethpage,TN,Tennessee,47165,Sumner,36.4844,-86.3085
Cibola,Cibola,AZ,Arizona,4012,La Paz,33.3733,-114.6792
Mineral Point,Mineral Point,MO,Missouri,29221,Washington,37.9455,-90.7247
Katie,Katie,OK,Oklahoma,40049,Garvin,34.5833,-97.3389
Athalia,Athalia,OH,Ohio,39087,Lawrence,38.5126,-82.3093
Blunt,Blunt,SD,South Dakota,46065,Hughes,44.5159,-99.9885
Milan,Milan,MN,Minnesota,27023,Chippewa,45.1125,-95.9117
Jennings,Jennings,OK,Oklahoma,40117,Pawnee,36.1823,-96.569
Belview,Belview,MN,Minnesota,27127,Redwood,44.6065,-95.3287
Scottsville,Scottsville,TX,Texas,48203,Harrison,32.5319,-94.2465
Conesus Hamlet,Conesus Hamlet,NY,New York,36051,Livingston,42.7262,-77.6696
Christoval,Christoval,TX,Texas,48451,Tom Green,31.1976,-100.4933
Boneau,Boneau,MT,Montana,30015,Chouteau,48.2926,-109.8632
Freeburn,Freeburn,KY,Kentucky,21195,Pike,37.5619,-82.1514
Malcolm,Malcolm,AL,Alabama,1129,Washington,31.1945,-88.0016
Pierson,Pierson,IA,Iowa,19193,Woodbury,42.5428,-95.8653
Comfrey,Comfrey,MN,Minnesota,27015,Brown,44.1111,-94.9029
Hooven,Hooven,OH,Ohio,39061,Hamilton,39.1864,-84.7632
Sabillasville,Sabillasville,MD,Maryland,24021,Frederick,39.6973,-77.4562
Birch Hill,Birch Hill,WI,Wisconsin,55003,Ashland,46.5209,-90.5555
Askov,Askov,MN,Minnesota,27115,Pine,46.1886,-92.7824
Darwin,Darwin,MN,Minnesota,27093,Meeker,45.0968,-94.4136
Breckenridge,Breckenridge,MO,Missouri,29025,Caldwell,39.7614,-93.8046
Grubbs,Grubbs,AR,Arkansas,5067,Jackson,35.654,-91.0755
Woodland,Woodland,GA,Georgia,13263,Talbot,32.7877,-84.5606
Palisades,Palisades,TX,Texas,48381,Randall,35.0614,-101.8032
Gwynn,Gwynn,VA,Virginia,51115,Mathews,37.4984,-76.2883
Barryton,Barryton,MI,Michigan,26107,Mecosta,43.7505,-85.1436
Pocahontas,Pocahontas,VA,Virginia,51185,Tazewell,37.3071,-81.3438
Cumbola,Cumbola,PA,Pennsylvania,42107,Schuylkill,40.7139,-76.1433
Sugarloaf,Sugarloaf,CO,Colorado,8013,Boulder,40.0189,-105.4078
Mooreland,Mooreland,IN,Indiana,18065,Henry,39.9974,-85.2513
Minburn,Minburn,IA,Iowa,19049,Dallas,41.7575,-94.0284
Raymondville,Raymondville,MO,Missouri,29215,Texas,37.3398,-91.8364
Mowrystown,Mowrystown,OH,Ohio,39071,Highland,39.0405,-83.7518
Hildreth,Hildreth,NE,Nebraska,31061,Franklin,40.3378,-99.0458
Lacona,Lacona,IA,Iowa,19181,Warren,41.1901,-93.3851
White Lake,White Lake,WI,Wisconsin,55067,Langlade,45.1617,-88.7704
Scandinavia,Scandinavia,WI,Wisconsin,55135,Waupaca,44.4608,-89.146
Renner Corner,Renner Corner,SD,South Dakota,46099,Minnehaha,43.6524,-96.7044
Vergas,Vergas,MN,Minnesota,27111,Otter Tail,46.6549,-95.8038
Eschbach,Eschbach,WA,Washington,53077,Yakima,46.667,-120.6337
Rising City,Rising City,NE,Nebraska,31023,Butler,41.1983,-97.2974
Mahaffey,Mahaffey,PA,Pennsylvania,42033,Clearfield,40.8744,-78.7275
New Galilee,New Galilee,PA,Pennsylvania,42007,Beaver,40.8335,-80.4009
Anchor Bay,Anchor Bay,CA,California,6045,Mendocino,38.8126,-123.5704
Pakala Village,Pakala Village,HI,Hawaii,15007,Kauai,21.9445,-159.6436
Winkelman,Winkelman,AZ,Arizona,4007,Gila,32.9853,-110.7651
Mardela Springs,Mardela Springs,MD,Maryland,24045,Wicomico,38.4589,-75.7567
East Germantown,East Germantown,IN,Indiana,18177,Wayne,39.8133,-85.1369
Anderson,Anderson,NJ,New Jersey,34041,Warren,40.7617,-74.9301
Shaft,Shaft,MD,Maryland,24001,Allegany,39.6265,-78.9384
Fronton Ranchettes,Fronton Ranchettes,TX,Texas,48427,Starr,26.4253,-99.0268
Downing,Downing,MO,Missouri,29197,Schuyler,40.4873,-92.3689
Calumet,Calumet,MN,Minnesota,27061,Itasca,47.3198,-93.2667
Oberlin,Oberlin,PA,Pennsylvania,42043,Dauphin,40.2397,-76.8156
Prairie City,Prairie City,IL,Illinois,17109,McDonough,40.621,-90.4649
Sangrey,Sangrey,MT,Montana,30041,Hill,48.2817,-109.8166
Grant,Grant,OK,Oklahoma,40023,Choctaw,33.9387,-95.5156
Elrama,Elrama,PA,Pennsylvania,42125,Washington,40.2517,-79.9243
White Oak,White Oak,NC,North Carolina,37017,Bladen,34.7396,-78.7186
Deal Island,Deal Island,MD,Maryland,24039,Somerset,38.1444,-75.9417
Bethune,Bethune,SC,South Carolina,45055,Kershaw,34.4143,-80.3487
St. John,St. John,ND,North Dakota,38079,Rolette,48.9438,-99.7132
Coaldale,Coaldale,CO,Colorado,8043,Fremont,38.3563,-105.8155
Ford Cliff,Ford Cliff,PA,Pennsylvania,42005,Armstrong,40.7608,-79.5357
Tolchester,Tolchester,MD,Maryland,24029,Kent,39.2218,-76.2349
Thompsons,Thompsons,TX,Texas,48157,Fort Bend,29.4906,-95.6304
Clarksburg,Clarksburg,MO,Missouri,29135,Moniteau,38.6611,-92.6661
Belle Rive,Belle Rive,IL,Illinois,17081,Jefferson,38.2317,-88.7405
Lewisville,Lewisville,IN,Indiana,18065,Henry,39.8068,-85.3529
Roca,Roca,NE,Nebraska,31109,Lancaster,40.6583,-96.6614
Garfield,Garfield,MN,Minnesota,27041,Douglas,45.9387,-95.4942
Manton,Manton,CA,California,6103,Tehama,40.4202,-121.854
Castle Valley,Castle Valley,UT,Utah,49019,Grand,38.6325,-109.3966
Carpenter,Carpenter,WY,Wyoming,56021,Laramie,41.0456,-104.3644
Rio Oso,Rio Oso,CA,California,6101,Sutter,38.9518,-121.531
Freeport,Freeport,OH,Ohio,39067,Harrison,40.2109,-81.2686
Buckhorn,Buckhorn,PA,Pennsylvania,42037,Columbia,41.0176,-76.4968
Titanic,Titanic,OK,Oklahoma,40001,Adair,35.8889,-94.7434
Wheeler,Wheeler,WI,Wisconsin,55033,Dunn,45.0441,-91.9037
Max,Max,ND,North Dakota,38055,McLean,47.8204,-101.2911
Wainscott,Wainscott,NY,New York,36103,Suffolk,40.9592,-72.2508
Trent,Trent,TX,Texas,48441,Taylor,32.4886,-100.1233
Cumberland,Cumberland,OH,Ohio,39059,Guernsey,39.8535,-81.6587
Warrens,Warrens,WI,Wisconsin,55081,Monroe,44.1287,-90.5155
Fredonia,Fredonia,AR,Arkansas,5117,Prairie,34.8197,-91.4102
Nipinnawasee,Nipinnawasee,CA,California,6039,Madera,37.4031,-119.7293
Lowell,Lowell,KS,Kansas,20021,Cherokee,37.0509,-94.7032
Allen,Allen,NE,Nebraska,31051,Dixon,42.4144,-96.8432
Kermit,Kermit,WV,West Virginia,54059,Mingo,37.8425,-82.4086
Montmorenci,Montmorenci,IN,Indiana,18157,Tippecanoe,40.4705,-87.0354
Ellis Grove,Ellis Grove,IL,Illinois,17157,Randolph,38.0095,-89.9099
Puckett,Puckett,MS,Mississippi,28121,Rankin,32.0872,-89.7819
Mesa,Mesa,CA,California,6027,Inyo,37.4189,-118.5424
Gladstone,Gladstone,ND,North Dakota,38089,Stark,46.8595,-102.57
Jeffers Gardens,Jeffers Gardens,OR,Oregon,41007,Clatsop,46.1518,-123.852
St. Martin,St. Martin,MN,Minnesota,27145,Stearns,45.5028,-94.6678
Laceyville,Laceyville,PA,Pennsylvania,42131,Wyoming,41.6457,-76.1589
Valley Grove,Valley Grove,WV,West Virginia,54069,Ohio,40.0901,-80.569
Chamisal,Chamisal,NM,New Mexico,35055,Taos,36.1725,-105.7459
Oak Shores,Oak Shores,CA,California,6079,San Luis Obispo,35.7624,-120.9817
Powhatan,Powhatan,VA,Virginia,51145,Powhatan,37.5427,-77.9267
Menlo,Menlo,IA,Iowa,19077,Guthrie,41.5222,-94.4043
Wilton,Wilton,AR,Arkansas,5081,Little River,33.7388,-94.148
Hume,Hume,IL,Illinois,17045,Edgar,39.7981,-87.8686
Dexter,Dexter,MN,Minnesota,27099,Mower,43.7194,-92.7017
Varna,Varna,IL,Illinois,17123,Marshall,41.0353,-89.2244
Bemus Point,Bemus Point,NY,New York,36013,Chautauqua,42.1635,-79.3895
Del Muerto,Del Muerto,AZ,Arizona,4001,Apache,36.187,-109.4348
Bellevue,Bellevue,TX,Texas,48077,Clay,33.6335,-98.0162
Turin,Turin,GA,Georgia,13077,Coweta,33.3234,-84.6375
Ellsworth,Ellsworth,MI,Michigan,26009,Antrim,45.1665,-85.2435
Dawson,Dawson,PA,Pennsylvania,42051,Fayette,40.0472,-79.6575
Kukuihaele,Kukuihaele,HI,Hawaii,15001,Hawaii,20.1195,-155.5654
Mindenmines,Mindenmines,MO,Missouri,29011,Barton,37.4728,-94.5889
Leroy,Leroy,TX,Texas,48309,McLennan,31.7322,-97.0214
San Mateo,San Mateo,NM,New Mexico,35006,Cibola,35.3317,-107.6469
Somerville,Somerville,OH,Ohio,39017,Butler,39.5639,-84.6391
Hersey,Hersey,MI,Michigan,26133,Osceola,43.8513,-85.4419
New Canton,New Canton,IL,Illinois,17149,Pike,39.637,-91.098
Jeffers,Jeffers,MN,Minnesota,27033,Cottonwood,44.0559,-95.1953
Dobbins,Dobbins,CA,California,6115,Yuba,39.3657,-121.2127
Ryan,Ryan,IA,Iowa,19055,Delaware,42.3524,-91.4852
Arona,Arona,PA,Pennsylvania,42129,Westmoreland,40.2683,-79.6579
Rudd,Rudd,IA,Iowa,19067,Floyd,43.1275,-92.9046
St. Mary,St. Mary,MO,Missouri,29186,Ste. Genevieve,37.8737,-89.9497
South Haven,South Haven,KS,Kansas,20191,Sumner,37.0495,-97.4013
Meadow Bridge,Meadow Bridge,WV,West Virginia,54019,Fayette,37.8613,-80.8561
Grangeville,Grangeville,CA,California,6031,Kings,36.3439,-119.7075
St. Elizabeth,St. Elizabeth,MO,Missouri,29131,Miller,38.256,-92.2665
Mayetta,Mayetta,KS,Kansas,20085,Jackson,39.3386,-95.7216
Newcastle,Newcastle,NE,Nebraska,31051,Dixon,42.6524,-96.874
Callender,Callender,IA,Iowa,19187,Webster,42.3616,-94.2955
Krakow,Krakow,WI,Wisconsin,55115,Shawano,44.7585,-88.2611
Defiance,Defiance,PA,Pennsylvania,42009,Bedford,40.1599,-78.232
South Glastonbury,South Glastonbury,MT,Montana,30067,Park,45.3121,-110.8076
St. Michael,St. Michael,PA,Pennsylvania,42021,Cambria,40.3272,-78.7701
Wilcox,Wilcox,NE,Nebraska,31099,Kearney,40.3641,-99.1694
Wahpeton,Wahpeton,IA,Iowa,19059,Dickinson,43.3742,-95.1744
Brimhall Nizhoni,Brimhall Nizhoni,NM,New Mexico,35031,McKinley,35.7785,-108.6321
Friesland,Friesland,WI,Wisconsin,55021,Columbia,43.5886,-89.0669
Dallas,Dallas,WI,Wisconsin,55005,Barron,45.2591,-91.8142
Lohrville,Lohrville,IA,Iowa,19025,Calhoun,42.2672,-94.5516
Bigelow,Bigelow,AR,Arkansas,5105,Perry,34.9975,-92.6315
Sodaville,Sodaville,OR,Oregon,41043,Linn,44.4831,-122.8691
Harvey Cedars,Harvey Cedars,NJ,New Jersey,34029,Ocean,39.6995,-74.1426
Pattonsburg,Pattonsburg,MO,Missouri,29061,Daviess,40.0715,-94.106
Grand Detour,Grand Detour,IL,Illinois,17141,Ogle,41.9011,-89.4137
Hudson,Hudson,SD,South Dakota,46083,Lincoln,43.1301,-96.4556
Orchard,Orchard,NE,Nebraska,31003,Antelope,42.337,-98.2412
Beulah,Beulah,MI,Michigan,26019,Benzie,44.6292,-86.0964
Arley,Arley,AL,Alabama,1133,Winston,34.0886,-87.2074
Betsy Layne,Betsy Layne,KY,Kentucky,21071,Floyd,37.5541,-82.6262
Crystal,Crystal,NM,New Mexico,35045,San Juan,36.0281,-108.9911
Maynard,Maynard,MN,Minnesota,27023,Chippewa,44.9056,-95.4688
Spillville,Spillville,IA,Iowa,19191,Winneshiek,43.2031,-91.9523
Agra,Agra,OK,Oklahoma,40081,Lincoln,35.895,-96.8702
Channing,Channing,TX,Texas,48205,Hartley,35.6819,-102.3323
Clarks,Clarks,NE,Nebraska,31121,Merrick,41.2164,-97.8396
Marlboro,Marlboro,OH,Ohio,39151,Stark,40.9504,-81.2166
Granton,Granton,WI,Wisconsin,55019,Clark,44.5887,-90.4615
Corsica,Corsica,PA,Pennsylvania,42065,Jefferson,41.1817,-79.2027
Wallace,Wallace,NE,Nebraska,31111,Lincoln,40.8376,-101.1645
Farnhamville,Farnhamville,IA,Iowa,19025,Calhoun,42.2768,-94.4078
Sale City,Sale City,GA,Georgia,13205,Mitchell,31.2625,-84.0214
Napier Field,Napier Field,AL,Alabama,1045,Dale,31.3149,-85.4549
Canton,Canton,MN,Minnesota,27045,Fillmore,43.5298,-91.9299
Uniontown,Uniontown,WA,Washington,53075,Whitman,46.5391,-117.0861
Fargo,Fargo,OK,Oklahoma,40045,Ellis,36.3741,-99.6219
Fort McDermitt,Fort McDermitt,NV,Nevada,32013,Humboldt,41.9656,-117.6392
Universal,Universal,IN,Indiana,18165,Vermillion,39.6226,-87.4554
Nelson,Nelson,WI,Wisconsin,55011,Buffalo,44.4213,-92.0041
Clear Lake,Clear Lake,IN,Indiana,18151,Steuben,41.7388,-84.8391
Bellflower,Bellflower,IL,Illinois,17113,McLean,40.3405,-88.5258
Cincinnati,Cincinnati,IA,Iowa,19007,Appanoose,40.6309,-92.9222
Frazer,Frazer,MT,Montana,30105,Valley,48.0533,-106.0481
Castorland,Castorland,NY,New York,36049,Lewis,43.886,-75.5166
Orient,Orient,IL,Illinois,17055,Franklin,37.9176,-88.9773
Big Clifty,Big Clifty,KY,Kentucky,21085,Grayson,37.5441,-86.1514
Keystone,Keystone,SD,South Dakota,46103,Pennington,43.8955,-103.4264
Russian Mission,Russian Mission,AK,Alaska,2158,Kusilvak,61.7825,-161.3567
Lorimor,Lorimor,IA,Iowa,19175,Union,41.1268,-94.0571
Neche,Neche,ND,North Dakota,38067,Pembina,48.983,-97.5517
Wallins Creek,Wallins Creek,KY,Kentucky,21095,Harlan,36.8297,-83.4174
Emerson,Emerson,AR,Arkansas,5027,Columbia,33.0973,-93.196
St. Pierre,St. Pierre,MT,Montana,30041,Hill,48.2439,-109.8161
Earl Park,Earl Park,IN,Indiana,18007,Benton,40.6856,-87.42
Anaktuvuk Pass,Anaktuvuk Pass,AK,Alaska,2185,North Slope,68.15,-151.7162
Martinton,Martinton,IL,Illinois,17075,Iroquois,40.9154,-87.7264
Conesville,Conesville,OH,Ohio,39031,Coshocton,40.1851,-81.892
Mansfield,Mansfield,WA,Washington,53017,Douglas,47.8119,-119.6379
Clearfield,Clearfield,IA,Iowa,19173,Taylor,40.8025,-94.4826
Apple River,Apple River,IL,Illinois,17085,Jo Daviess,42.5022,-90.0937
Annapolis,Annapolis,MO,Missouri,29093,Iron,37.3605,-90.6975
Lawrence,Lawrence,PA,Pennsylvania,42125,Washington,40.3042,-80.1185
Grantfork,Grantfork,IL,Illinois,17119,Madison,38.8289,-89.6665
New Ross,New Ross,IN,Indiana,18107,Montgomery,39.9646,-86.7142
Evaro,Evaro,MT,Montana,30063,Missoula,47.0737,-114.0205
Swanville,Swanville,MN,Minnesota,27097,Morrison,45.9162,-94.6388
Simms,Simms,MT,Montana,30013,Cascade,47.4931,-111.9474
Fair Oaks,Fair Oaks,OR,Oregon,41019,Douglas,43.4109,-123.2194
Russell,Russell,MN,Minnesota,27083,Lyon,44.3199,-95.9474
Neeses,Neeses,SC,South Carolina,45075,Orangeburg,33.5365,-81.1236
Pacific Junction,Pacific Junction,IA,Iowa,19129,Mills,41.018,-95.7995
White Plains,White Plains,GA,Georgia,13133,Greene,33.4807,-83.0372
Creighton,Creighton,MO,Missouri,29037,Cass,38.4965,-94.072
Mount Gretna Heights,Mount Gretna Heights,PA,Pennsylvania,42075,Lebanon,40.2488,-76.4664
Tennyson,Tennyson,WI,Wisconsin,55043,Grant,42.6907,-90.6868
Greigsville,Greigsville,NY,New York,36051,Livingston,42.8307,-77.9015
Iredell,Iredell,TX,Texas,48035,Bosque,31.9866,-97.8719
Alba,Alba,MI,Michigan,26009,Antrim,44.9786,-84.9695
Burlington,Burlington,WY,Wyoming,56003,Big Horn,44.4471,-108.432
Wallula,Wallula,WA,Washington,53071,Walla Walla,46.0847,-118.9056
Morgan's Point,Morgan's Point,TX,Texas,48201,Harris,29.6765,-95.0027
Scandia,Scandia,KS,Kansas,20157,Republic,39.7969,-97.784
Darrouzett,Darrouzett,TX,Texas,48295,Lipscomb,36.4449,-100.3258
Libertyville,Libertyville,IA,Iowa,19101,Jefferson,40.9583,-92.0502
Strathmoor Manor,Strathmoor Manor,KY,Kentucky,21111,Jefferson,38.219,-85.6836
Enchanted Oaks,Enchanted Oaks,TX,Texas,48213,Henderson,32.2667,-96.109
Elim,Elim,AK,Alaska,2180,Nome,64.6184,-162.2762
Briggs,Briggs,OK,Oklahoma,40021,Cherokee,35.921,-94.9
Nectar,Nectar,AL,Alabama,1009,Blount,33.9686,-86.6346
St. Peter,St. Peter,IL,Illinois,17051,Fayette,38.8676,-88.8503
Ney,Ney,OH,Ohio,39039,Defiance,41.3806,-84.5212
New Point,New Point,IN,Indiana,18031,Decatur,39.3098,-85.3271
Marengo,Marengo,OH,Ohio,39117,Morrow,40.4008,-82.8109
Branch,Branch,AR,Arkansas,5047,Franklin,35.3075,-93.9556
Malden,Malden,IL,Illinois,17011,Bureau,41.4249,-89.3698
Harrisburg,Harrisburg,OH,Ohio,39049,Franklin,39.8107,-83.1686
Dietrich,Dietrich,ID,Idaho,16063,Lincoln,42.9127,-114.2663
Fincastle,Fincastle,VA,Virginia,51023,Botetourt,37.4994,-79.8757
Buffalo,Buffalo,OH,Ohio,39059,Guernsey,39.9169,-81.5204
Cameron,Cameron,NC,North Carolina,37125,Moore,35.3259,-79.254
Patrick,Patrick,SC,South Carolina,45025,Chesterfield,34.5752,-80.0446
Danbury,Danbury,IA,Iowa,19193,Woodbury,42.2364,-95.7216
Santee,Santee,NE,Nebraska,31107,Knox,42.8386,-97.8495
Cazadero,Cazadero,CA,California,6097,Sonoma,38.5265,-123.0978
Lost Lake Woods,Lost Lake Woods,MI,Michigan,26001,Alcona,44.7926,-83.4223
Olney Springs,Olney Springs,CO,Colorado,8025,Crowley,38.1663,-103.9445
Baldwin,Baldwin,IL,Illinois,17157,Randolph,38.1838,-89.8451
Anderson,Anderson,AK,Alaska,2068,Denali,64.3074,-149.1562
Clacks Canyon,Clacks Canyon,AZ,Arizona,4015,Mohave,35.2203,-114.0723
Chokoloskee,Chokoloskee,FL,Florida,12021,Collier,25.8146,-81.3603
Gardner,Gardner,FL,Florida,12049,Hardee,27.3537,-81.7895
Wyoming,Wyoming,RI,Rhode Island,44009,Washington,41.5143,-71.6902
